"Status","Progress","Duration (in seconds)","Finished","DistributionChannel","UserLanguage","Consent","DGS_1","DGS_2","DGS_3","DGS_4","DGS_5","DGS_6","DGS_7","DGS_8","DGS_9","DGS_10","DGS_11","DGS_12","DGS_13","DGS_14","DGS_15","DGS_16","DGS_17","DGS_18","DGS_19","DGS_20","DGS_21","DGS_22","DGS_23","DGS_24","DGS_25","DGS_26","DGS_27","DGS_28","DGS_29","DGS_30","DGS_31","DGS_32","DGS_33","DGS_34","DGS_35","DGS_36","DGS_37","DGS_38","DGS_39","DGS_40","DGS_41","DGS_42","DGS_43","DGS_44","DGS_45","DGS_46","DGS_47","DGS_48","DGS_49","DGS_50","DGS_51","DGS_52","DGS_53","DGS_54","DGS_55","DGS_56","DGS_57","DGS_58","DGS_59","DGS_60","DGS_61","DGS_62","DGS_63","DGS_64","DGS_65","DGS_66","DGS_67","DGS_68","DGS_69","DGS_70","DGS_71","DGS_72","DGS_73","DGS_74","DGS_75","HEXACO_C_1","HEXACO_C_2","HEXACO_C_3","HEXACO_C_4","HEXACO_C_5","HEXACO_C_6","HEXACO_C_7","HEXACO_C_8","HEXACO_C_9","HEXACO_C_10","Age","Gender","Race","Degree","Income","Religion"
"0","100","522","1","anonymous","EN","1","4","3","1","3","3","3","5","3","2","1","3","5","3","3","7","2","5","1","6","5","3","1","1","3","4","3","5","5","7","6","4","6","5","7","6","5","3","7","2","5","1","5","4","1","4","7","5","3","5","4","4","5","2","1","4","5","7","5","5","5","6","5","7","5","6","7","5","5","1","7","5","4","3","7","4","2","4","3","2","2","3","4","2","3","2","48","2","6","4","10","12"
"0","100","852","1","anonymous","EN","1","5","2","1","6","2","2","5","1","2","1","2","6","3","6","6","6","6","3","4","4","5","6","4","7","4","1","5","2","5","4","4","7","6","6","5","6","7","7","5","6","1","7","6","3","1","7","1","2","4","2","1","6","2","1","6","5","7","7","2","7","6","4","7","4","4","3","4","4","1","1","6","2","5","6","7","5","1","5","1","1","4","1","1","4","1","55","2","2","6","4","1"
"0","100","328","1","anonymous","EN","1","4","5","4","4","5","2","3","4","4","3","6","5","6","4","4","4","5","3","4","2","5","5","3","5","4","4","2","4","2","4","4","3","4","5","3","4","4","6","1","3","4","5","5","4","2","4","3","2","3","4","4","3","2","3","5","5","4","5","3","4","4","4","6","4","6","5","5","3","3","4","6","4","6","5","4","4","4","4","3","3","4","3","2","4","3","20","7","1","2","12","10"
"0","100","293","1","anonymous","EN","1","2","5","1","6","2","4","5","2","2","1","7","6","5","5","6","6","6","6","6","5","2","5","1","3","6","3","6","3","5","7","4","5","7","7","2","6","5","6","3","2","3","7","7","1","1","7","1","2","5","2","2","1","2","1","4","5","7","7","3","6","7","3","7","5","4","6","7","2","1","1","7","1","5","7","6","5","2","4","1","2","5","1","2","3","1","20","2","6","3","11","5"
"0","100","423","1","anonymous","EN","1","3","4","1","5","4","1","3","3","2","1","4","6","4","7","6","4","6","4","4","5","3","5","4","4","4","4","6","4","5","5","4","6","6","5","4","5","5","7","2","7","2","6","4","3","1","7","3","4","6","4","2","6","2","1","6","4","5","6","4","5","5","4","7","5","4","4","7","3","1","6","7","1","5","7","5","4","3","4","2","2","3","2","3","4","2","60","1","6","6","4","10"
"0","100","317","1","anonymous","EN","1","7","1","1","6","1","5","6","1","1","1","7","6","2","6","5","7","5","5","3","2","5","1","5","5","6","1","7","1","7","6","4","5","6","7","5","5","5","6","1","1","2","2","1","2","7","7","3","1","5","1","1","7","2","1","3","5","6","7","1","6","7","1","7","5","7","5","5","6","1","6","7","5","1","7","5","4","1","4","1","2","5","2","1","1","5","24","1","6","3","11","10"
"0","100","537","1","anonymous","EN","1","6","4","2","6","5","1","2","2","2","2","2","6","6","5","6","5","6","5","5","4","5","6","4","2","4","1","5","3","6","5","4","5","6","6","2","5","5","7","2","5","2","2","7","2","4","6","1","6","4","2","1","4","2","1","5","2","5","6","1","5","5","4","6","4","5","2","5","2","1","2","7","3","7","7","5","4","1","4","1","1","4","4","2","1","2","21","2","7","3","4","10"
"0","100","419","1","anonymous","EN","1","3","3","1","6","5","1","3","3","2","3","5","6","5","7","5","7","6","3","5","3","3","5","5","5","3","4","5","2","4","5","4","6","6","7","2","6","4","7","1","5","5","5","6","3","2","6","2","3","5","2","2","5","2","1","4","5","5","5","3","5","5","5","7","3","3","4","2","3","3","5","6","2","3","5","5","5","2","5","2","4","4","2","1","2","2","21","2","6","5","2","10"
"0","100","340","1","anonymous","EN","1","2","3","2","6","1","4","5","1","1","1","2","6","2","6","6","6","6","5","5","3","1","6","4","4","5","1","6","2","7","5","4","6","6","6","4","6","5","4","1","4","4","3","6","1","6","7","1","3","5","4","1","6","2","1","5","5","6","7","5","6","6","5","6","5","2","2","5","2","1","7","6","4","1","7","5","5","1","5","1","1","5","1","1","2","2","47","2","6","6","12","2"
"0","100","502","1","anonymous","EN","1","3","5","1","6","1","3","6","1","2","2","5","6","1","2","6","2","5","6","5","5","1","6","1","5","6","2","5","3","4","6","4","5","7","6","5","6","6","6","4","5","2","6","7","1","2","6","2","2","4","1","1","4","2","1","5","6","7","7","4","7","6","2","7","4","3","3","6","3","1","6","6","1","6","6","4","4","5","5","2","1","4","3","2","5","4","47","1","6","2","2","1"
"0","100","363","1","anonymous","EN","1","2","5","1","6","3","3","4","3","2","1","6","7","4","5","6","6","7","6","6","6","3","6","2","5","5","2","7","4","6","6","4","7","6","7","5","7","5","6","4","4","2","6","2","1","2","7","2","2","6","3","1","6","2","1","6","6","7","7","6","7","7","4","6","5","4","4","7","3","3","4","6","2","5","7","6","4","2","4","1","3","4","3","2","3","4","33","2","6","5","7","1"
"0","100","296","1","anonymous","EN","1","5","7","3","6","3","1","3","2","3","2","6","6","2","4","5","5","5","5","5","3","2","6","5","4","5","2","4","2","1","5","4","5","6","5","2","5","5","6","1","5","5","2","5","1","5","4","1","1","4","3","2","1","2","2","2","5","5","5","2","5","6","5","5","3","1","2","1","5","2","6","6","3","3","6","5","4","1","4","2","2","4","1","1","4","1","24","1","2","5","10","1"
"0","100","250","1","anonymous","EN","1","6","5","5","6","6","6","5","6","5","5","6","6","6","6","6","6","6","5","6","6","6","6","6","5","6","6","6","6","6","5","4","5","6","6","5","5","6","6","6","6","6","6","6","6","5","6","5","5","6","6","6","5","2","6","6","5","6","5","6","6","6","6","6","5","6","6","6","6","6","6","6","5","6","6","6","4","4","5","5","4","4","4","5","5","5","52","1","6","6","10","3"
"0","100","429","1","anonymous","EN","1","7","4","4","4","2","2","2","3","2","2","4","5","3","6","5","5","3","4","2","3","7","4","2","4","4","3","5","1","4","5","4","2","5","5","2","3","4","6","2","5","1","5","4","6","2","4","4","2","3","2","3","4","2","1","4","3","5","5","2","4","5","4","4","2","7","5","5","3","4","4","6","3","4","4","3","5","1","4","2","1","4","2","1","3","2","61","2","6","3","10","9"
"0","100","359","1","anonymous","EN","1","6","3","2","6","3","1","4","3","3","2","5","6","4","4","5","5","5","3","5","5","4","4","3","6","4","4","3","3","3","5","4","5","5","6","2","4","4","6","1","5","2","2","4","1","3","4","3","3","5","5","4","3","2","3","4","3","5","5","3","5","5","4","5","3","4","3","5","3","2","4","5","3","1","6","5","4","3","4","3","4","4","3","2","2","3","23","1","3","5","9","2"
"0","100","544","1","anonymous","EN","1","5","6","2","6","3","3","7","3","1","4","5","6","3","5","5","5","5","5","5","5","3","6","6","5","5","4","5","3","6","6","4","5","6","7","3","6","6","6","5","5","3","5","5","4","2","6","3","2","6","5","2","5","2","1","5","5","6","6","5","7","7","5","6","5","5","4","5","4","2","3","6","3","5","6","6","5","2","5","2","3","4","1","2","2","2","1992","1","6","7","7","10"
"0","100","479","1","anonymous","EN","1","2","2","1","4","3","3","6","3","2","2","2","5","1","3","6","3","6","5","5","4","3","5","6","3","5","3","5","4","3","5","4","6","6","7","2","5","5","7","3","5","2","6","6","3","1","6","3","4","5","4","2","3","2","3","6","4","7","7","4","6","6","4","7","5","3","3","5","3","2","5","5","3","2","7","4","4","2","4","2","2","4","2","2","3","2","43","1","6","6","12","3"
